Data Type;HTS Number;Year;Month;Description;Quantity Description;General First Unit of Quantity;Suppressed
General Customs Value;4011;2014;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1204810312.00;
General Customs Value;4011;2015;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1112130294.00;
General Customs Value;4011;2016;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;974223419.00;
General Customs Value;4011;2017;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1078299987.00;
General Customs Value;4011;2018;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1105893117.00;
General Customs Value;4011;2019;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1140653042.00;
General Customs Value;4011;2020;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1255303584.00;
General Customs Value;4011;2021;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1304461783.00;
General Customs Value;4011;2022;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1609124293.00;
General Customs Value;4011;2023;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1557055560.00;
General Customs Value;4011;2024;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1547418587.00;
General Customs Value;4011;2025;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1482056414.00;
General Customs Value;4011;1989;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;214523683.00;
General Customs Value;4011;1990;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;189090048.00;
General Customs Value;4011;1991;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;178627091.00;
General Customs Value;4011;1992;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;204217107.00;
General Customs Value;4011;1993;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;212155217.00;
General Customs Value;4011;1994;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;237056779.00;
General Customs Value;4011;1995;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;234993163.00;
General Customs Value;4011;1996;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;247460975.00;
General Customs Value;4011;1997;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;307481131.00;
General Customs Value;4011;1998;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;344994230.00;
General Customs Value;4011;1999;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;392602209.00;
General Customs Value;4011;2000;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;359682546.00;
General Customs Value;4011;2001;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;360366848.00;
General Customs Value;4011;2002;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;359805363.00;
General Customs Value;4011;2003;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;420912774.00;
General Customs Value;4011;2004;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;529151858.00;
General Customs Value;4011;2005;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;637994691.00;
General Customs Value;4011;2006;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;687652097.00;
General Customs Value;4011;2007;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;769090219.00;
General Customs Value;4011;2008;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;798591208.00;
General Customs Value;4011;2009;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;657990692.00;
General Customs Value;4011;2010;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;929943143.00;
General Customs Value;4011;2011;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1072464469.00;
General Customs Value;4011;2012;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1225783787.00;
General Customs Value;4011;2013;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1173819637.00;
General Customs Value;4011;2014;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1235320746.00;
General Customs Value;4011;2015;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1095748385.00;
General Customs Value;4011;2016;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1010714643.00;
General Customs Value;4011;2017;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1149268440.00;
General Customs Value;4011;2018;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1309378783.00;
General Customs Value;4011;2019;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1298471660.00;
General Customs Value;4011;2020;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1349073375.00;
General Customs Value;4011;2021;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1327587035.00;
General Customs Value;4011;2022;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1644839264.00;
General Customs Value;4011;2023;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1676335905.00;
General Customs Value;4011;2024;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1556202747.00;
General Customs Value;4011;2025;10;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1470737653.00;
General Customs Value;4011;1989;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;216530325.00;
General Customs Value;4011;1990;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;180129935.00;
General Customs Value;4011;1991;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;167842351.00;
General Customs Value;4011;1992;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;198842330.00;
General Customs Value;4011;1993;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;219266143.00;
General Customs Value;4011;1994;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;244983343.00;
General Customs Value;4011;1995;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;238517099.00;
General Customs Value;4011;1996;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;229700480.00;
General Customs Value;4011;1997;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;276198853.00;
General Customs Value;4011;1998;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;329642065.00;
General Customs Value;4011;1999;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;416361981.00;
General Customs Value;4011;2000;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;343916131.00;
General Customs Value;4011;2001;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;339599936.00;
General Customs Value;4011;2002;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;363928291.00;
General Customs Value;4011;2003;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;393923307.00;
General Customs Value;4011;2004;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;544982004.00;
General Customs Value;4011;2005;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;638262727.00;
General Customs Value;4011;2006;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;694148686.00;
General Customs Value;4011;2007;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;784571536.00;
General Customs Value;4011;2008;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;753841506.00;
General Customs Value;4011;2009;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;659574994.00;
General Customs Value;4011;2010;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;969950458.00;
General Customs Value;4011;2011;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1107050161.00;
General Customs Value;4011;2012;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1124339146.00;
General Customs Value;4011;2013;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1123744540.00;
General Customs Value;4011;2014;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1140595352.00;
General Customs Value;4011;2015;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1095265897.00;
General Customs Value;4011;2016;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1092833628.00;
General Customs Value;4011;2017;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1179847659.00;
General Customs Value;4011;2018;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1267805985.00;
General Customs Value;4011;2019;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1160852992.00;
General Customs Value;4011;2020;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1336888450.00;
General Customs Value;4011;2021;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1355002736.00;
General Customs Value;4011;2022;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1486625582.00;
General Customs Value;4011;2023;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1568721582.00;
General Customs Value;4011;2024;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1535171487.00;
General Customs Value;4011;2025;11;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1490879188.00;
General Customs Value;4011;1989;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;207145744.00;
General Customs Value;4011;1990;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;181716207.00;
General Customs Value;4011;1991;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;173377732.00;
General Customs Value;4011;1992;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;209755895.00;
General Customs Value;4011;1993;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;232100543.00;
General Customs Value;4011;1994;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;252015723.00;
General Customs Value;4011;1995;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;216232055.00;
General Customs Value;4011;1996;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;252438004.00;
General Customs Value;4011;1997;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;293954117.00;
General Customs Value;4011;1998;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;350340384.00;
General Customs Value;4011;1999;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;379257332.00;
General Customs Value;4011;2000;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;307583392.00;
General Customs Value;4011;2001;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;319922650.00;
General Customs Value;4011;2002;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;400390953.00;
General Customs Value;4011;2003;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;451672845.00;
General Customs Value;4011;2004;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;552978980.00;
General Customs Value;4011;2005;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;639843822.00;
General Customs Value;4011;2006;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;685153138.00;
General Customs Value;4011;2007;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;788305642.00;
General Customs Value;4011;2008;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;697485797.00;
General Customs Value;4011;2009;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;693667105.00;
General Customs Value;4011;2010;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;977163813.00;
General Customs Value;4011;2011;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1121486055.00;
General Customs Value;4011;2012;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1066424741.00;
General Customs Value;4011;2013;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1094753165.00;
General Customs Value;4011;2014;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1059053908.00;
General Customs Value;4011;2015;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1101637525.00;
General Customs Value;4011;2016;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1125254009.00;
General Customs Value;4011;2017;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1145824323.00;
General Customs Value;4011;2018;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1365005251.00;
General Customs Value;4011;2019;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1194018137.00;
General Customs Value;4011;2020;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1345958863.00;
General Customs Value;4011;2021;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1438450486.00;
General Customs Value;4011;2022;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1442408500.00;
General Customs Value;4011;2023;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1547102019.00;
General Customs Value;4011;2024;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1530425424.00;
General Customs Value;4011;2025;12;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1494459364.00;
Total: ;;;;;;342,090,903,891;
;;;;;;;
;;;;;;;
Data Type;HTS Number;Year;Month;Description;Quantity Description;General CIF Imports Value;
General CIF Imports Value;4011;1989;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;208240057.00;
General CIF Imports Value;4011;1990;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;244236911.00;
General CIF Imports Value;4011;1991;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;188396235.00;
General CIF Imports Value;4011;1992;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;194519562.00;
General CIF Imports Value;4011;1993;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;195048413.00;
General CIF Imports Value;4011;1994;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;221956688.00;
General CIF Imports Value;4011;1995;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;256001140.00;
General CIF Imports Value;4011;1996;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;242907519.00;
General CIF Imports Value;4011;1997;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;243505983.00;
General CIF Imports Value;4011;1998;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;289953734.00;
General CIF Imports Value;4011;1999;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;316626415.00;
General CIF Imports Value;4011;2000;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;423387616.00;
General CIF Imports Value;4011;2001;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;342910053.00;
General CIF Imports Value;4011;2002;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;340312000.00;
General CIF Imports Value;4011;2003;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;429527760.00;
General CIF Imports Value;4011;2004;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;458432852.00;
General CIF Imports Value;4011;2005;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;580046699.00;
General CIF Imports Value;4011;2006;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;726191117.00;
General CIF Imports Value;4011;2007;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;786685434.00;
General CIF Imports Value;4011;2008;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;795978367.00;
General CIF Imports Value;4011;2009;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;634553454.00;
General CIF Imports Value;4011;2010;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;704920042.00;
General CIF Imports Value;4011;2011;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;996352058.00;
General CIF Imports Value;4011;2012;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1241012376.00;
General CIF Imports Value;4011;2013;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1232134679.00;
General CIF Imports Value;4011;2014;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1199979062.00;
General CIF Imports Value;4011;2015;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1149394891.00;
General CIF Imports Value;4011;2016;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1094247177.00;
General CIF Imports Value;4011;2017;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1141605885.00;
General CIF Imports Value;4011;2018;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1225116252.00;
General CIF Imports Value;4011;2019;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1334775937.00;
General CIF Imports Value;4011;2020;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1214685429.00;
General CIF Imports Value;4011;2021;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1365106852.00;
General CIF Imports Value;4011;2022;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1568330034.00;
General CIF Imports Value;4011;2023;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1562663180.00;
General CIF Imports Value;4011;2024;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1668848334.00;
General CIF Imports Value;4011;2025;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1662451503.00;
General CIF Imports Value;4011;2026;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1547284128.00;
General CIF Imports Value;4011;1989;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;209664036.00;
General CIF Imports Value;4011;1990;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;207942068.00;
General CIF Imports Value;4011;1991;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;199844818.00;
General CIF Imports Value;4011;1992;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;184332519.00;
General CIF Imports Value;4011;1993;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;195659472.00;
General CIF Imports Value;4011;1994;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;225649166.00;
General CIF Imports Value;4011;1995;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;241863351.00;
General CIF Imports Value;4011;1996;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;253744237.00;
General CIF Imports Value;4011;1997;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;264306350.00;
General CIF Imports Value;4011;1998;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;307369881.00;
General CIF Imports Value;4011;1999;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;352469817.00;
General CIF Imports Value;4011;2000;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;408995314.00;
General CIF Imports Value;4011;2001;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;316078024.00;
General CIF Imports Value;4011;2002;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;358290693.00;
General CIF Imports Value;4011;2003;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;401828089.00;
General CIF Imports Value;4011;2004;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;454217462.00;
General CIF Imports Value;4011;2005;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;574368867.00;
General CIF Imports Value;4011;2006;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;650194355.00;
General CIF Imports Value;4011;2007;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;687429364.00;
General CIF Imports Value;4011;2008;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;785034502.00;
General CIF Imports Value;4011;2009;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;573115536.00;
General CIF Imports Value;4011;2010;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;701266123.00;
General CIF Imports Value;4011;2011;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;971174153.00;
General CIF Imports Value;4011;2012;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1146991780.00;
General CIF Imports Value;4011;2013;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1104422307.00;
General CIF Imports Value;4011;2014;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1084847346.00;
General CIF Imports Value;4011;2015;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;920251692.00;
General CIF Imports Value;4011;2016;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1075787751.00;
General CIF Imports Value;4011;2017;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;993817404.00;
General CIF Imports Value;4011;2018;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1127767884.00;
General CIF Imports Value;4011;2019;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1147010446.00;
General CIF Imports Value;4011;2020;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1110239672.00;
General CIF Imports Value;4011;2021;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1098798365.00;
General CIF Imports Value;4011;2022;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1450743489.00;
General CIF Imports Value;4011;2023;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1354531180.00;
General CIF Imports Value;4011;2024;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1656169768.00;
General CIF Imports Value;4011;2025;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1585685180.00;
General CIF Imports Value;4011;2026;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1344589084.00;
General CIF Imports Value;4011;1989;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;253169059.00;
General CIF Imports Value;4011;1990;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;249166949.00;
General CIF Imports Value;4011;1991;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;205529422.00;
General CIF Imports Value;4011;1992;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;210156379.00;
General CIF Imports Value;4011;1993;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;245782139.00;
General CIF Imports Value;4011;1994;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;277747443.00;
General CIF Imports Value;4011;1995;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;302452944.00;
General CIF Imports Value;4011;1996;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;261947913.00;
General CIF Imports Value;4011;1997;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;268506575.00;
General CIF Imports Value;4011;1998;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;369505224.00;
General CIF Imports Value;4011;1999;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;421716628.00;
General CIF Imports Value;4011;2000;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;451038567.00;
General CIF Imports Value;4011;2001;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;363534663.00;
General CIF Imports Value;4011;2002;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;409981094.00;
General CIF Imports Value;4011;2003;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;465256190.00;
General CIF Imports Value;4011;2004;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;563713875.00;
General CIF Imports Value;4011;2005;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;678554465.00;
General CIF Imports Value;4011;2006;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;787782331.00;
General CIF Imports Value;4011;2007;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;785877155.00;
General CIF Imports Value;4011;2008;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;868980460.00;
General CIF Imports Value;4011;2009;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;700896679.00;
General CIF Imports Value;4011;2010;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;837229738.00;
General CIF Imports Value;4011;2011;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1178070434.00;
General CIF Imports Value;4011;2012;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1290361942.00;
General CIF Imports Value;4011;2013;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1184147658.00;
General CIF Imports Value;4011;2014;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1315029818.00;
General CIF Imports Value;4011;2015;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1251503243.00;
General CIF Imports Value;4011;2016;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1237690184.00;
General CIF Imports Value;4011;2017;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1199666037.00;
General CIF Imports Value;4011;2018;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1265802305.00;
General CIF Imports Value;4011;2019;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1389874206.00;
General CIF Imports Value;4011;2020;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1328240453.00;
General CIF Imports Value;4011;2021;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1441448634.00;
General CIF Imports Value;4011;2022;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1774602579.00;
General CIF Imports Value;4011;2023;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1693598888.00;
General CIF Imports Value;4011;2024;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1755609703.00;
General CIF Imports Value;4011;2025;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1899769716.00;
General CIF Imports Value;4011;2026;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1659273209.00;
General CIF Imports Value;4011;1989;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;231246634.00;
General CIF Imports Value;4011;1990;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;236257176.00;
General CIF Imports Value;4011;1991;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;210207214.00;
General CIF Imports Value;4011;1992;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;210198582.00;
General CIF Imports Value;4011;1993;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;230948928.00;
General CIF Imports Value;4011;1994;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;240128174.00;
General CIF Imports Value;4011;1995;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;279377067.00;
General CIF Imports Value;4011;1996;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;273525631.00;
General CIF Imports Value;4011;1997;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;289793839.00;
General CIF Imports Value;4011;1998;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;339514082.00;
General CIF Imports Value;4011;1999;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;379315779.00;
